,X,y
299,-17.01,3.568812275695036
300,-17.0,0.23194629652936571
301,-16.99,6.177561859236379
302,-16.98,2.6412739097428606
303,-16.97,1.5335480920062998
304,-16.96,4.242974164063827
305,-16.95,2.0050729252228954
306,-16.94,0.2743010571944886
307,-16.93,0.26568948840488904
308,-16.92,4.362978305380262
309,-16.91,2.6725936237074643
310,-16.9,2.7406468806631232
311,-16.89,5.179848111952525
312,-16.88,0.7870203824865127
313,-16.87,1.5956289942703472
314,-16.86,2.30353838163745
315,-16.85,3.2783156786341467
316,-16.84,3.021585097418841
317,-16.83,2.548470115220187
318,-16.82,3.0153091958087055
319,-16.81,2.9402699474176517
320,-16.8,1.7319912228964123
321,-16.79,1.5615345228918478
322,-16.78,3.7528747154478754
323,-16.77,1.4383343340089443
324,-16.76,0.9217774816182907
325,-16.75,2.628227997748611
326,-16.74,2.95380396767237
327,-16.73,7.7989114945964175
328,-16.72,1.8923914482875324
329,-16.71,5.204641949938987
330,-16.7,4.828826668409265
331,-16.69,0.9728905895925264
332,-16.68,4.913617954805198
333,-16.67,1.015683219613361
334,-16.66,-1.9185664759934813
335,-16.65,4.628751548718762
336,-16.64,-0.07933316687544067
337,-16.63,4.350653423611832
338,-16.62,2.0971002045255633
339,-16.61,6.800562092379744
340,-16.6,5.634818798632017
341,-16.59,2.607368892297223
342,-16.58,2.1548067779426376
343,-16.57,1.1186696938117584
344,-16.56,2.6813227354148172
345,-16.55,3.018801509630979
346,-16.54,2.8664709112166307
347,-16.53,3.9256122105447266
348,-16.52,4.785594995457756
349,-16.51,4.344209413986345
350,-16.5,2.1329621521871145
351,-16.49,0.8020175523968445
352,-16.48,6.423015696204941
353,-16.47,2.3314061309001275
354,-16.46,2.4220708001299585
355,-16.45,2.700633875397779
356,-16.44,0.07322889968670099
357,-16.43,2.819776491919025
358,-16.42,2.8327703719841004
359,-16.41,5.049157096687025
360,-16.4,5.221714298214673
361,-16.39,3.8487022781725364
362,-16.38,5.721218748228609
363,-16.37,4.553814467602523
364,-16.36,3.8588837767948903
365,-16.35,4.228468836596443
366,-16.34,3.541671012837202
367,-16.33,3.149645471933101
368,-16.32,3.420244926212066
369,-16.31,1.716057837059989
370,-16.3,4.549333410632588
371,-16.29,2.0185732781408396
372,-16.28,5.704454528147271
373,-16.27,3.538647339678101
374,-16.26,4.152927963300177
375,-16.25,5.057986052561913
376,-16.24,5.373316930125856
377,-16.23,0.9618176827330931
378,-16.22,3.7056346476720585
379,-16.21,5.896178324161564
380,-16.2,0.7559883611354907
381,-16.19,4.943141450790124
382,-16.18,-0.32616645880437733
383,-16.17,2.156330812728788
384,-16.16,4.294989103680376
385,-16.15,0.9206822953560954
386,-16.14,2.2794765246316953
387,-16.13,1.3232144850728278
388,-16.12,7.579541864415118
389,-16.11,4.628116010974667
390,-16.1,5.4506305557053345
391,-16.09,3.8870902989696914
392,-16.08,3.6419685024856028
393,-16.07,1.1322761226979332
394,-16.06,3.7979432745042767
395,-16.05,2.8750280763767533
396,-16.04,6.130255848584673
397,-16.03,6.7130082333151435
398,-16.02,7.3803594311483565
399,-16.01,6.168704378922459
400,-16.0,3.2826921261540276
401,-15.99,2.264606528079211
402,-15.98,6.046128363290169
403,-15.97,5.2417901349445755
404,-15.96,1.0085310986459373
405,-15.95,5.272976085487537
406,-15.94,6.207457644975733
407,-15.93,4.712675678363261
408,-15.92,4.241124657981318
409,-15.91,3.012343524767287
410,-15.9,1.7509806008732234
411,-15.89,6.261056398680055
412,-15.88,4.058643110456579
413,-15.87,4.226351176912615
414,-15.86,8.175140373838268
415,-15.85,6.09511471371838
416,-15.84,5.484178002562205
417,-15.83,5.043068110374471
418,-15.82,7.815351721531544
419,-15.81,8.230959114832388
420,-15.8,6.6672102229590555
421,-15.79,5.989069682795847
422,-15.78,0.6518358575877103
423,-15.77,5.104908328467014
424,-15.76,4.613674091612594
425,-15.75,5.078218958771136
426,-15.74,6.792830174645035
427,-15.73,-0.5561898343791123
428,-15.72,3.800967893059627
429,-15.71,5.495829209881521
430,-15.7,4.0387589078944774
431,-15.69,2.15506827374748
432,-15.68,6.7432389737935905
433,-15.67,5.575488311692257
434,-15.66,3.0959688591110286
435,-15.65,5.684246909031646
436,-15.64,6.714219424099591
437,-15.63,5.0980697925987215
438,-15.62,6.7050516068619945
439,-15.61,5.276880850323324
440,-15.6,4.346342034691293
441,-15.59,2.834399467200173
442,-15.58,4.997820466056774
443,-15.57,5.574710376091543
444,-15.56,6.9542335231746595
445,-15.55,4.988797563025544
446,-15.54,6.150289212441984
447,-15.53,3.3226804725325425
448,-15.52,3.70309368834495
449,-15.51,5.064021901946226
450,-15.5,3.19199307202997
451,-15.49,6.958196174649362
452,-15.48,6.260412658637214
453,-15.47,5.9087960287849075
454,-15.46,6.044866250431887
455,-15.45,9.425599622969596
456,-15.44,4.462239624066411
457,-15.43,1.0135419289988832
458,-15.42,5.83148239379293
459,-15.41,5.348133418076668
460,-15.4,4.4307619149791915
461,-15.39,3.524600781282459
462,-15.38,4.620342956395703
463,-15.37,5.877861358435641
464,-15.36,4.526014598714924
465,-15.35,10.3730198590875
466,-15.34,3.6435692367337023
467,-15.33,3.994809774584656
468,-15.32,1.0202719199709431
469,-15.31,6.116949330043075
470,-15.3,1.5976367444004778
471,-15.29,4.568011233250998
472,-15.28,5.112050930878888
473,-15.27,4.2604085683062225
474,-15.26,9.174083354909023
475,-15.25,7.701601282630999
476,-15.24,8.367561752603148
477,-15.23,3.9809268629001613
478,-15.22,8.019430129029136
479,-15.21,6.770722392687921
480,-15.2,7.338011897353692
481,-15.19,7.870558157565536
482,-15.18,4.010635508081893
483,-15.17,4.996009258044197
484,-15.16,7.586320022656902
485,-15.15,0.5663743140501349
486,-15.14,8.920754165146409
487,-15.13,7.0168486284151665
488,-15.12,5.835664078679533
489,-15.11,6.384575811514346
490,-15.1,3.9001794333820476
491,-15.09,5.276653770821791
492,-15.08,8.193600676440745
493,-15.07,8.605568444652441
494,-15.06,11.418466105127159
495,-15.05,5.894663167439167
496,-15.04,4.741902066389993
497,-15.03,5.047036568120023
498,-15.02,4.05591824942527
499,-15.01,5.952790988118298
500,-15.0,6.890464860024537
501,-14.99,6.073015938936093
502,-14.98,8.350695691331595
503,-14.97,5.706072897310926
504,-14.96,5.496106695002872
505,-14.95,5.04497554627935
506,-14.94,2.9587489475310105
507,-14.93,3.104989051383093
508,-14.92,3.898716138724623
509,-14.91,8.876396643329521
510,-14.9,8.08057054577986
511,-14.89,-150.0
512,-14.88,3.6586486908109945
513,-14.87,2.4023351204279613
514,-14.86,5.035985359731834
515,-14.85,6.724250406592056
516,-14.84,7.386508549819656
517,-14.83,8.501588811936106
518,-14.82,6.990721341614428
519,-14.81,9.92401806131126
520,-14.8,6.0099886381033585
521,-14.79,4.645562063916407
522,-14.78,3.1258055690111335
523,-14.77,4.726821783809101
524,-14.76,7.005523921970244
525,-14.75,4.760371985292737
526,-14.74,8.427822927070514
527,-14.73,9.395519912074883
528,-14.72,1.8482181895467917
529,-14.71,8.332025100995294
530,-14.7,2.1412418826765256
531,-14.69,7.4399786101805745
532,-14.68,9.10325312838732
533,-14.67,6.799756712687153
534,-14.66,4.12719965359152
535,-14.65,5.532250091444454
536,-14.64,6.196357108578198
537,-14.63,6.371694932420111
538,-14.62,6.346928318466667
539,-14.61,6.549494941381374
540,-14.6,7.212760097820337
541,-14.59,4.385193192533557
542,-14.58,6.334842340259561
543,-14.57,9.87194684071141
544,-14.56,6.082677153714962
545,-14.55,5.980840313689603
546,-14.54,9.041452607428475
547,-14.53,1.7832351673118065
548,-14.52,9.280909202576574
549,-14.51,5.670892983989667
550,-14.5,7.279107144905171
551,-14.49,7.160443211842392
552,-14.48,8.869288238440786
553,-14.47,6.465715007529302
554,-14.46,5.661406436871097
555,-14.45,9.629704081302199
556,-14.44,2.322220365717639
557,-14.43,7.107792863410487
558,-14.42,4.387831154741759
559,-14.41,5.577093723486881
560,-14.4,11.139313362926273
561,-14.39,7.044169647088285
562,-14.38,-150.0
563,-14.37,3.6033587885888174
564,-14.36,5.72495868241061
565,-14.35,7.592727301457572
566,-14.34,7.925693386226436
567,-14.33,8.466517608786557
568,-14.32,7.266567797835153
569,-14.31,8.319888916909317
570,-14.3,8.190013825271366
571,-14.29,3.639539677990939
572,-14.28,7.389603443820299
573,-14.27,8.867969315465407
574,-14.26,8.52849764146904
575,-14.25,6.637594880058418
576,-14.24,5.770634984921262
577,-14.23,5.161840651356735
578,-14.22,7.152933976917175
579,-14.21,9.69778025911944
580,-14.2,3.5445917970367975
581,-14.19,6.144997040541005
582,-14.18,5.201757089146451
583,-14.17,9.067859542481001
584,-14.16,6.405908746857398
585,-14.15,6.589837183690414
586,-14.14,7.113798860126701
587,-14.13,8.455071001789594
588,-14.12,6.796094003700726
589,-14.11,1.505174390400147
590,-14.1,8.70067378277504
591,-14.09,8.508726415344084
592,-14.08,7.208149943337572
593,-14.07,5.495751258656131
594,-14.06,8.383978221362717
595,-14.05,8.455483567071171
596,-14.04,6.773542234598252
597,-14.03,7.296741558848924
598,-14.02,5.886488994951357
599,-14.01,7.406222315825342
600,-14.0,4.679141309833039
601,-13.99,8.631238142063669
602,-13.98,5.924465018351411
603,-13.97,8.306010795664625
604,-13.96,5.034482167464198
605,-13.95,6.682897208260922
606,-13.94,7.658639189868146
607,-13.93,4.574824876261472
608,-13.92,8.143127746280184
609,-13.91,7.1711453742401545
610,-13.9,4.461337604381539
611,-13.89,5.356174991775366
612,-13.88,9.189512168164331
613,-13.87,9.78699647110265
614,-13.86,7.748680720440065
615,-13.85,8.838636124080995
616,-13.84,8.493415126625822
617,-13.83,8.721590464255474
618,-13.82,10.650930014160584
619,-13.81,5.081583703571455
620,-13.8,9.465121464723243
621,-13.79,7.364802588844361
622,-13.78,7.69692413149672
623,-13.77,7.557565039089858
624,-13.76,7.428393766677432
625,-13.75,5.742920116433962
626,-13.74,8.578616398515203
627,-13.73,11.570450565577712
628,-13.72,8.132925959102485
629,-13.71,8.259050414529808
630,-13.7,6.903851925686673
631,-13.69,8.060131407163778
632,-13.68,9.244044852068063
633,-13.67,7.587859618591312
634,-13.66,7.437369917895997
635,-13.65,9.168141580326493
636,-13.64,6.542238460361906
637,-13.63,8.899877754153742
638,-13.62,10.052165594522846
639,-13.61,11.148057583358968
640,-13.6,8.264035985446105
641,-13.59,11.196634979613428
642,-13.58,10.546901772963036
643,-13.57,6.502299219257866
644,-13.56,6.075490976813697
645,-13.55,7.918085224291159
646,-13.54,10.602528985189709
647,-13.53,8.41673048487999
648,-13.52,7.376636884684425
649,-13.51,11.69908686009712
650,-13.5,9.185058976006692
651,-13.49,3.986711948418516
652,-13.48,9.278873252585376
653,-13.47,9.701285729141734
654,-13.46,9.129075308942205
655,-13.45,9.593936700463983
656,-13.44,8.576616782154035
657,-13.43,6.091032760710532
658,-13.42,8.003073993559095
659,-13.41,6.869908908887416
660,-13.4,6.912318178411244
661,-13.39,6.268323801795448
662,-13.38,9.71610018527929
663,-13.37,9.023576790825256
664,-13.36,7.9481172746385855
665,-13.35,7.562436644539223
666,-13.34,8.830931789957095
667,-13.33,11.05283395622498
668,-13.32,4.902680569002167
669,-13.31,9.681533541701782
670,-13.3,7.8530260519644335
671,-13.29,5.191948810041104
672,-13.28,5.086385833672083
673,-13.27,7.168897511729417
674,-13.26,9.45015711158609
675,-13.25,9.813938367960182
676,-13.24,7.166524854644429
677,-13.23,11.09520648282649
678,-13.22,11.923808993032209
679,-13.21,9.886693669913118
680,-13.2,7.928394664383781
681,-13.19,11.376718869020737
682,-13.18,10.655353391326678
683,-13.17,10.896059322709837
684,-13.16,7.865000650056935
685,-13.15,3.5255034894505934
686,-13.14,13.44488004296735
687,-13.13,6.006227693100133
688,-13.12,9.173135856279558
689,-13.11,14.022851202439501
690,-13.1,9.939203512548751
691,-13.09,11.193233447116471
692,-13.08,6.306638861236575
693,-13.07,5.772790590532587
694,-13.06,8.279412416040888
695,-13.05,11.543011968869
696,-13.04,8.685709104705383
697,-13.03,7.805631857857001
698,-13.02,9.807536579889936
699,-13.01,11.592170936954531
700,-13.0,6.555119601853255
701,-12.99,7.0406145117532954
702,-12.98,7.901063490981267
703,-12.97,11.684381249424183
704,-12.96,9.98145105189746
705,-12.95,13.79281932114089
706,-12.94,11.418109451662234
707,-12.93,9.49173414626066
708,-12.92,12.108787676177531
709,-12.91,10.018334525463757
710,-12.9,8.202207294985108
711,-12.89,10.988710188490202
712,-12.88,8.252818692277835
713,-12.87,9.081390298392265
714,-12.86,12.334463391915966
715,-12.85,9.493049527565203
716,-12.84,8.106045225316741
717,-12.83,8.800369117129016
718,-12.82,11.789343171177345
719,-12.81,8.657399153166542
720,-12.8,9.005458306298705
721,-12.79,8.775335020732744
722,-12.78,10.180492988680623
723,-12.77,9.058384979248782
724,-12.76,6.6424159020549265
725,-12.75,8.08845061630992
726,-12.74,8.013959916987123
727,-12.73,12.382903268910308
728,-12.72,11.538340084218085
729,-12.71,11.104239258799648
730,-12.7,8.935733365471181
731,-12.69,8.331597416012059
732,-12.68,8.964876796685285
733,-12.67,7.892884294896651
734,-12.66,15.007778783174015
735,-12.65,5.539469203257197
736,-12.64,11.174865070147614
737,-12.63,7.494479904014943
738,-12.62,9.871635017010616
739,-12.61,8.121056615012531
740,-12.6,7.758542075034738
741,-12.59,7.850147898130077
742,-12.58,13.657254307484116
743,-12.57,9.898047655380815
744,-12.56,8.649363611043826
745,-12.55,11.309086428165742
746,-12.54,10.234956629132599
747,-12.53,11.671072018683306
748,-12.52,6.599238688124339
749,-12.51,10.871708308924001
750,-12.5,11.826639674204763
751,-12.49,6.974803917770873
752,-12.48,11.211142568846624
753,-12.47,13.72386764565632
754,-12.46,-150.0
755,-12.45,12.00782437404962
756,-12.44,11.722908900621821
757,-12.43,8.983513104978847
758,-12.42,10.494815469172988
759,-12.41,7.298051078276794
760,-12.4,9.546193925794949
761,-12.39,10.996936449932468
762,-12.38,11.928522987475594
763,-12.37,10.548308750495826
764,-12.36,11.95581546028633
765,-12.35,8.32680007408926
766,-12.34,10.345983450890257
767,-12.33,10.604703269026155
768,-12.32,14.28209449335927
769,-12.31,10.17134718759983
770,-12.3,9.618416724011634
771,-12.29,10.675922947687097
772,-12.28,8.811765110260113
773,-12.27,11.052272198130433
774,-12.26,9.953427566907484
775,-12.25,7.117657403917631
776,-12.24,10.599914897732278
777,-12.23,10.098778312139599
778,-12.22,7.485795395864031
779,-12.21,10.633152190770955
780,-12.2,13.762911924148959
781,-12.19,11.843587996551427
782,-12.18,12.041616385462316
783,-12.17,8.151551048833916
784,-12.16,11.805124737844444
785,-12.15,11.165011662760154
786,-12.14,11.942988476668862
787,-12.13,11.746941743417647
788,-12.12,8.198910548992373
789,-12.11,10.852458876884066
790,-12.1,9.436308279149666
791,-12.09,10.868672311430355
792,-12.08,9.19083014619634
793,-12.07,13.627365234281989
794,-12.06,9.301273223111314
795,-12.05,9.238128187068927
796,-12.04,11.201980813087106
797,-12.03,8.91540636119201
798,-12.02,10.23707539513427
799,-12.01,9.443271304924078
800,-12.0,13.942344127779222
801,-11.99,12.708408153662345
802,-11.98,11.03866296306921
803,-11.97,10.387970395651964
804,-11.96,13.069043229150225
805,-11.95,12.014420660645778
806,-11.94,12.216922809365713
807,-11.93,11.185240025311497
808,-11.92,7.877971944457137
809,-11.91,11.046308534880891
810,-11.9,10.223070161581862
811,-11.89,12.594971046919753
812,-11.88,13.345356865988379
813,-11.87,10.022582410477662
814,-11.86,12.292068468554104
815,-11.85,14.843870495371428
816,-11.84,10.053502558858881
817,-11.83,14.769587980146275
818,-11.82,9.717390305658707
819,-11.81,11.4853000112159
820,-11.8,11.433908776316315
821,-11.79,11.496018299740127
822,-11.78,9.81448591618411
823,-11.77,10.32429829247114
824,-11.76,10.188047427281202
825,-11.75,12.194237690808912
826,-11.74,12.217208229020622
827,-11.73,16.025853163476516
828,-11.72,14.332770012582243
829,-11.71,10.58793401572304
830,-11.7,12.274189231592374
831,-11.69,13.63551646158352
832,-11.68,11.719315648677036
833,-11.67,11.53566134310613
834,-11.66,11.79492788553978
835,-11.65,13.443165757616853
836,-11.64,10.028806954389534
837,-11.63,11.09094556235965
838,-11.62,12.699988289692964
839,-11.61,12.398854643108312
840,-11.6,12.271965519712785
841,-11.59,11.070038167392392
842,-11.58,13.771553578285072
843,-11.57,16.111060994409073
844,-11.56,12.672998987352413
845,-11.55,11.490659096900318
846,-11.54,13.405338577789086
847,-11.53,10.83243922649402
848,-11.52,10.428171310594205
849,-11.51,12.010017995227424
850,-11.5,6.795656734060112
851,-11.49,9.67019977269598
852,-11.48,11.299028288158306
853,-11.47,9.305026783704571
854,-11.46,9.963371796215737
855,-11.45,11.172015825083987
856,-11.44,8.776437412938783
857,-11.43,11.267080907480334
858,-11.42,11.02554167093431
859,-11.41,12.163750916770033
860,-11.4,14.43816806098804
861,-11.39,12.49166933298573
862,-11.38,12.205646042684126
863,-11.37,12.379293414061426
864,-11.36,12.652033550242257
865,-11.35,10.180635202780463
866,-11.34,12.001427350458403
867,-11.33,12.865346983673223
868,-11.32,9.523192034913878
869,-11.31,14.012886345631706
870,-11.3,14.461202068916377
871,-11.29,11.052568523101222
872,-11.28,11.849516417093792
873,-11.27,10.592683814379853
874,-11.26,13.764698967175635
875,-11.25,10.26036792510818
876,-11.24,11.954733979514161
877,-11.23,10.698724684384654
878,-11.22,12.535350554022578
879,-11.21,8.861861957020558
880,-11.2,15.120123284731386
881,-11.19,10.554867651587474
882,-11.18,12.620751366232554
883,-11.17,12.09279841045938
884,-11.16,11.010498976155002
885,-11.15,10.776052226728128
886,-11.14,14.441295087104915
887,-11.13,11.53410331379612
888,-11.12,13.144612369274622
889,-11.11,11.01616672921125
890,-11.1,11.341687136304477
891,-11.09,13.597434800175698
892,-11.08,14.530648992222234
893,-11.07,12.336091695345958
894,-11.06,9.859778256719125
895,-11.05,16.71642465950001
896,-11.04,11.02430938353158
897,-11.03,9.671129700656426
898,-11.02,17.960051175536307
899,-11.01,11.980035912298124
900,-11.0,9.881534623477183
901,-10.99,11.455020966422637
902,-10.98,13.573891792044536
903,-10.97,13.236327615187877
