id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
726049190,2015-02-18T00:00:00Z,431e3,3,1,1810,7200,1,0,0,4,7,1130,680,1954,0,98133,47.7493,-122.351,1810,8100
4345000510,2014-10-15T00:00:00Z,180500,3,2.5,1800,8518,2,0,0,3,7,1800,0,1996,0,98030,47.3643,-122.185,1770,7570
9558050170,2014-05-13T00:00:00Z,475e3,4,2.5,3740,8700,1,0,0,3,10,2260,1480,2004,0,98058,47.4587,-122.117,2650,6333
7019000050,2014-05-06T00:00:00Z,367500,3,1.5,1410,9647,1,0,0,3,8,1410,0,1961,0,98177,47.7608,-122.361,2090,9272
2946003947,2015-03-02T00:00:00Z,204e3,2,2.5,1090,13444,2,0,0,3,7,1090,0,2007,0,98198,47.4166,-122.319,1380,6000
9492500010,2014-06-06T00:00:00Z,879950,4,2.75,3010,7215,2,0,0,3,9,3010,0,2014,0,98033,47.6952,-122.178,3010,7215
3426049124,2015-03-18T00:00:00Z,334e3,2,1.75,1680,8367,1,0,0,3,6,840,840,1914,0,98115,47.6976,-122.288,1830,6720
7202330790,2014-06-18T00:00:00Z,535e3,3,2,2120,4080,2,0,0,3,7,2120,0,2003,0,98053,47.682,-122.037,2280,4080
9828701690,2014-08-06T00:00:00Z,529e3,3,2,1530,3400,1,0,0,3,7,990,540,1907,2014,98112,47.6204,-122.296,1880,4212
6648701420,2015-02-13T00:00:00Z,205e3,4,2,1450,8175,1,0,0,4,7,1450,0,1967,0,98031,47.3933,-122.195,1570,9024
7519001825,2015-01-08T00:00:00Z,455e3,2,1,1070,5150,1,0,0,4,6,870,200,1908,0,98117,47.6853,-122.366,1520,3860
3422059085,2015-03-24T00:00:00Z,157340,2,1,900,23000,1,0,0,2,7,900,0,1953,0,98042,47.3576,-122.156,1460,8265
3501600100,2015-01-05T00:00:00Z,49e4,3,1,920,4800,1,0,0,4,6,780,140,1926,0,98117,47.6937,-122.362,1370,4800
2998300075,2015-01-27T00:00:00Z,857500,4,2.75,2960,5040,2,0,3,3,9,2210,750,1952,1993,98116,47.5747,-122.408,2270,5500
7787100210,2014-12-09T00:00:00Z,45e4,4,2.25,2120,8267,2,0,0,3,8,2120,0,1996,0,98045,47.4885,-121.779,2150,7746
1661000060,2014-08-01T00:00:00Z,41e4,3,1.75,2000,7480,1,0,0,3,8,1320,680,1972,0,98177,47.7734,-122.359,2000,8610
1545803890,2014-12-31T00:00:00Z,24e4,3,1.75,1590,7931,1,0,0,3,7,1190,400,1979,0,98038,47.3628,-122.05,1680,7931
2568300132,2014-10-08T00:00:00Z,521e3,3,2,1870,5455,1,0,0,5,7,1060,810,1926,0,98125,47.7029,-122.297,1870,7435
6802210330,2015-04-29T00:00:00Z,27e4,3,2.5,1430,8470,1,0,0,3,7,1190,240,1992,0,98022,47.1943,-121.991,1670,8418
1245003740,2014-07-23T00:00:00Z,778e3,3,2,1840,6000,2,0,0,5,7,1720,120,1946,0,98033,47.6828,-122.207,1390,6000
9550200265,2014-08-18T00:00:00Z,625e3,3,1,1240,4080,1,0,0,3,7,1240,0,1925,0,98103,47.667,-122.333,2060,4080
6632900340,2014-11-24T00:00:00Z,36e4,4,2,1850,8827,1,0,0,3,7,1850,0,1969,0,98155,47.7406,-122.313,1310,6901
4058200915,2014-07-21T00:00:00Z,324950,3,1.75,2050,6720,1,0,2,3,7,1050,1000,1939,0,98178,47.5058,-122.235,2380,7260
2425059144,2015-02-13T00:00:00Z,607500,4,2.5,2110,13939,1,0,0,3,8,1270,840,1978,0,98008,47.6431,-122.113,2140,8882
4058801780,2015-03-27T00:00:00Z,465e3,5,1.75,2000,10246,1,0,2,3,7,1200,800,1953,0,98178,47.5084,-122.246,2340,9030
252000400,2014-09-08T00:00:00Z,323e3,3,1.75,2100,14850,1,0,0,4,7,2100,0,1963,0,98042,47.3622,-122.059,1930,17238
5132000140,2015-01-20T00:00:00Z,415e3,6,1,1370,5080,1.5,0,0,3,6,1120,250,1931,0,98106,47.5238,-122.35,1020,5080
3034200543,2014-12-29T00:00:00Z,5e5,3,2.25,2210,7916,2,0,0,3,8,2210,0,1978,0,98133,47.7175,-122.339,1450,7955
7986400305,2015-04-24T00:00:00Z,754300,5,2.75,1800,4500,2,0,0,4,7,1680,120,1939,0,98107,47.6648,-122.358,1730,4500
8700500020,2014-11-26T00:00:00Z,324950,3,2.5,1560,9600,1,0,0,3,7,1210,350,1964,0,98188,47.457,-122.27,2070,9600
123059127,2014-05-02T00:00:00Z,625e3,4,3.25,2730,54014,1,0,0,3,9,1560,1170,2007,0,98059,47.5133,-122.11,2730,111274
2724201202,2015-03-04T00:00:00Z,163e3,2,2,1250,7543,1,0,0,3,7,1250,0,1962,0,98198,47.4051,-122.296,1250,7506
625059036,2014-08-13T00:00:00Z,27e5,5,4,4230,27295,2,1,4,3,8,3230,1000,1949,1985,98033,47.6803,-122.214,2660,27295
4022905172,2014-09-26T00:00:00Z,585e3,4,1.75,2270,27122,1,0,0,5,8,1300,970,1957,0,98155,47.7637,-122.281,2380,11822
3581000020,2014-09-26T00:00:00Z,35e4,3,1,1180,7455,1,0,0,4,7,1180,0,1964,0,98034,47.7276,-122.241,1450,8154
7524100280,2014-06-12T00:00:00Z,259e3,4,1.5,1490,7560,2,0,0,3,7,1490,0,1966,0,98198,47.3684,-122.318,1490,7689
9542850320,2014-07-25T00:00:00Z,79e4,3,2.25,2370,10289,1,0,0,4,9,1590,780,1977,0,98005,47.592,-122.166,2500,10004
9521100867,2014-07-11T00:00:00Z,475e3,3,3.25,1380,1121,3,0,0,3,8,1380,0,2008,0,98103,47.6617,-122.349,1310,1405
2781280390,2015-03-24T00:00:00Z,29e4,3,2.5,1610,2937,2,0,0,3,8,1610,0,2006,0,98055,47.4489,-122.188,1610,3049
3500100025,2014-06-28T00:00:00Z,3e5,4,1,1370,8499,1,0,0,3,7,1370,0,1949,0,98155,47.736,-122.301,1370,8187
4058800830,2015-03-18T00:00:00Z,612e3,6,3,3840,14040,1.5,0,3,3,8,2460,1380,1949,0,98178,47.506,-122.241,2170,6765
9828702771,2014-11-13T00:00:00Z,359950,2,1.5,893,965,2,0,0,3,8,893,0,2007,0,98122,47.6187,-122.301,1340,1436
1972200555,2014-07-14T00:00:00Z,61e4,3,1.75,1630,1500,3,0,0,3,8,1630,0,2014,0,98103,47.6536,-122.354,1570,1335
4083306720,2014-09-15T00:00:00Z,56e4,4,1.5,1790,3420,1,0,0,4,7,1020,770,1923,0,98103,47.6489,-122.337,1680,3420
5418200245,2015-03-30T00:00:00Z,781e3,3,1.75,1940,8729,1,0,0,3,8,1460,480,1960,0,98125,47.7027,-122.282,2250,9165
5230300280,2014-05-15T00:00:00Z,27e4,3,1,1010,9514,1,0,0,3,7,1010,0,1969,0,98059,47.4936,-122.105,1010,9514
3126049501,2014-07-17T00:00:00Z,385e3,3,1.5,1360,2030,3,0,0,3,8,1360,0,2008,0,98103,47.6961,-122.349,1360,1167
2255500060,2015-02-18T00:00:00Z,64e4,3,3.5,1740,1975,2,0,3,3,8,1310,430,1998,0,98122,47.6085,-122.311,1740,1975
922069169,2014-05-29T00:00:00Z,503e3,3,2,2590,108900,2,0,0,3,8,1980,610,1988,0,98038,47.4088,-122.055,3170,108900
7431500280,2014-11-10T00:00:00Z,959750,4,3,3060,50002,1,0,2,4,8,2460,600,1957,0,98008,47.6205,-122.096,2740,16181
3449820430,2014-10-06T00:00:00Z,553e3,3,2.75,3160,9072,2,0,0,3,9,3160,0,2005,0,98056,47.5147,-122.177,3160,9072
7524950540,2015-04-03T00:00:00Z,8e5,4,2.25,2120,9921,2,0,0,3,8,2120,0,1981,0,98027,47.5593,-122.082,1890,7845
8078570390,2015-04-15T00:00:00Z,26e4,3,2.5,1920,7415,2,0,0,3,7,1920,0,1989,0,98031,47.4022,-122.171,1930,7536
1431700210,2014-07-02T00:00:00Z,305e3,3,1,1580,7424,1,0,0,3,7,1010,570,1962,0,98058,47.4607,-122.171,1710,7772
200520120,2014-07-01T00:00:00Z,57e4,4,2.5,2590,8483,2,0,0,3,9,2590,0,1991,0,98011,47.738,-122.221,2660,8717
8898700880,2015-03-17T00:00:00Z,295e3,2,2,1590,8000,1,0,0,3,7,910,680,1984,0,98055,47.459,-122.205,1590,8364
6661200050,2014-05-28T00:00:00Z,175e3,2,1,830,2699,1,0,0,3,7,830,0,1996,0,98038,47.3839,-122.038,1030,3574
1525069088,2015-05-04T00:00:00Z,442500,5,3.25,4240,226097,2,0,0,3,8,3410,830,1980,0,98053,47.6472,-122.017,2980,217800
3530490160,2014-08-21T00:00:00Z,178500,2,1,930,3447,1,0,0,4,8,930,0,1978,0,98198,47.3822,-122.318,1160,3447
8563010130,2014-07-25T00:00:00Z,13e5,3,2.5,3350,7752,1,0,0,3,9,2180,1170,2009,0,98008,47.6263,-122.099,2570,7988
7308900100,2014-06-19T00:00:00Z,401e3,4,1,1940,5753,1.5,0,0,3,7,1940,0,1947,0,98177,47.7188,-122.358,2170,6075
7779200275,2014-06-13T00:00:00Z,76e4,4,2.5,2420,10285,1,0,4,3,8,1700,720,1958,0,98146,47.4871,-122.36,2540,9900
5700004040,2014-09-05T00:00:00Z,15e5,3,3.25,3990,8505,2,0,2,3,9,2870,1120,1922,1999,98144,47.5744,-122.283,3640,8505
2326059080,2014-08-01T00:00:00Z,1225e3,3,2.5,3420,79279,2,0,0,3,11,3420,0,1990,0,98052,47.7225,-122.126,4240,40500
1725059252,2015-04-02T00:00:00Z,55e4,4,3.5,2770,24140,2,0,0,3,8,2770,0,1967,0,98033,47.6585,-122.186,1720,16011
5412300410,2015-03-25T00:00:00Z,248e3,3,1,1420,8800,1,0,0,4,6,1090,330,1981,0,98030,47.3746,-122.181,1480,8000
3904910650,2015-03-16T00:00:00Z,585e3,3,2.5,2060,10839,2,0,0,3,8,2060,0,1987,0,98029,47.5675,-122.016,2180,8126
2695600505,2015-04-13T00:00:00Z,399e3,4,1,1500,6388,1.5,0,0,4,7,1500,0,1951,0,98126,47.5303,-122.378,980,5366
1930301015,2015-04-28T00:00:00Z,818e3,3,3.25,2200,4800,2,0,2,3,7,1910,290,1943,1996,98103,47.6551,-122.353,1410,4800
8093600065,2014-12-31T00:00:00Z,205e3,4,1,1030,6621,1,0,0,4,6,1030,0,1955,0,98055,47.4857,-122.221,1420,6631
3959400855,2014-08-20T00:00:00Z,525e3,4,2.75,2470,7200,1,0,0,5,7,1350,1120,1940,0,98108,47.5631,-122.317,1500,6000
8832900780,2014-10-13T00:00:00Z,48e4,5,2,1760,21562,1,0,1,3,8,1560,200,1959,0,98028,47.7597,-122.263,2150,12676
8728100781,2014-05-16T00:00:00Z,375e3,3,1.5,1100,1751,2,0,0,3,8,940,160,2007,0,98144,47.5927,-122.306,1380,1751
3859900060,2015-01-12T00:00:00Z,275e4,5,4,6300,16065,2,0,1,3,12,4360,1940,2004,0,98004,47.5922,-122.207,3260,17287
5589300361,2014-09-02T00:00:00Z,27e4,3,1.5,1610,8375,2,0,0,3,7,1610,0,1927,0,98155,47.7527,-122.306,1610,9107
8732020310,2014-07-17T00:00:00Z,26e4,4,2.25,2160,8811,1,0,0,3,8,1360,800,1978,0,98023,47.3129,-122.39,2090,8400
8847400115,2014-07-23T00:00:00Z,59e4,3,2,2420,208652,1.5,0,0,3,8,2420,0,2005,0,98010,47.3666,-121.978,3180,212137
1604600540,2015-05-04T00:00:00Z,45e4,3,1,1430,5960,1.5,0,0,4,7,1430,0,1917,0,98118,47.562,-122.289,1140,3960
3353400860,2014-07-17T00:00:00Z,249900,3,1.75,2080,12522,1,0,0,5,6,2080,0,1950,0,98001,47.267,-122.25,1690,11200
7852150720,2014-09-22T00:00:00Z,405e3,3,2.5,2070,4697,2,0,0,3,7,2070,0,2002,0,98065,47.5307,-121.875,2230,4437
9541600255,2015-03-10T00:00:00Z,762450,4,1.75,2570,8640,1,0,0,4,8,2570,0,1958,0,98005,47.5956,-122.172,2520,8800
7387500195,2015-02-27T00:00:00Z,367e3,4,1,1820,5500,1.5,0,0,3,6,1820,0,1947,0,98106,47.5185,-122.363,1140,5500
53500760,2014-12-08T00:00:00Z,287e3,4,2.5,2660,4082,2,0,0,3,7,2660,0,2010,0,98042,47.3414,-122.055,2390,4876
2600040160,2014-10-31T00:00:00Z,753e3,3,2.25,2290,9047,2,0,0,4,8,2290,0,1984,0,98006,47.5545,-122.163,2120,9275
3840700593,2015-04-06T00:00:00Z,345e3,3,1.75,1380,10529,1,0,0,3,7,1380,0,1967,0,98034,47.7119,-122.233,1670,5694
1138020200,2014-09-03T00:00:00Z,435e3,4,1.5,1510,6460,1,0,0,3,7,1070,440,1970,0,98034,47.7121,-122.214,1450,6630
9184700600,2014-12-01T00:00:00Z,121e4,4,2.25,3270,6000,2,0,0,5,8,2180,1090,1909,0,98122,47.6101,-122.286,2880,6000
2517000700,2015-04-21T00:00:00Z,325e3,3,2.5,2540,4260,2,0,0,3,7,2540,0,2005,0,98042,47.3989,-122.164,2190,4260
8682260470,2014-06-19T00:00:00Z,437e3,2,1.75,1440,4225,1,0,0,3,8,1440,0,2005,0,98053,47.7143,-122.032,1680,6200
1771110640,2014-06-24T00:00:00Z,367500,3,1,1660,11783,1,0,0,4,7,1160,500,1978,0,98077,47.7563,-122.075,1320,10541
8651520510,2014-05-15T00:00:00Z,582800,4,2.75,2550,7636,1,0,0,3,8,1440,1110,1986,0,98074,47.6471,-122.06,2290,8223
1862400057,2015-03-04T00:00:00Z,32e4,2,1,820,5400,1,0,0,3,6,820,0,1940,0,98117,47.6976,-122.375,1370,5632
2254501342,2015-05-05T00:00:00Z,518e3,2,1.5,1140,1149,2,0,0,3,7,940,200,2001,0,98122,47.6124,-122.314,1460,1149
7603100095,2014-11-10T00:00:00Z,126e4,3,3,3230,8625,2,0,3,3,10,2220,1010,1998,0,98116,47.562,-122.404,2330,6022
1125069064,2015-03-31T00:00:00Z,7e5,4,2.5,2770,89298,2,0,0,3,8,2770,0,2004,0,98053,47.6624,-122.01,2650,89298
2425059173,2015-02-06T00:00:00Z,75e4,4,2.5,2540,6491,2,0,0,3,8,2540,0,1997,0,98008,47.6363,-122.117,1990,8447
5393601690,2014-07-20T00:00:00Z,37e4,4,1,1310,6000,1.5,0,0,3,7,1310,0,1940,0,98144,47.5822,-122.295,1630,6000
421000430,2015-03-31T00:00:00Z,225e3,3,1,960,5512,1,0,0,4,6,960,0,1963,0,98056,47.4944,-122.165,1090,5837
2205500575,2015-02-09T00:00:00Z,39e4,3,1,1200,10800,1,0,0,4,7,1200,0,1955,0,98006,47.5771,-122.144,1370,9950
2525059172,2014-11-25T00:00:00Z,664e3,6,2.5,3190,12196,2,0,0,4,8,3190,0,1979,0,98052,47.6309,-122.103,2790,13068
7609700065,2014-06-30T00:00:00Z,349810,3,1,960,8855,1,0,0,4,7,960,0,1958,0,98155,47.7689,-122.328,1250,8855
510002519,2014-07-15T00:00:00Z,466e3,2,1.5,1140,1058,3,0,0,3,7,1140,0,2005,0,98103,47.6608,-122.333,1170,1116
369000045,2014-10-10T00:00:00Z,617e3,3,2.5,1880,5500,2,0,0,4,7,1880,0,1947,2007,98199,47.657,-122.393,1230,5500
7230000265,2014-06-17T00:00:00Z,499500,3,2.5,2970,21907,2,0,0,3,9,2970,0,1998,2006,98059,47.4741,-122.099,2040,27917
2516000515,2014-12-18T00:00:00Z,623500,4,3,1550,3350,1,0,0,3,7,860,690,1918,2014,98107,47.6583,-122.362,1310,5000
3243100080,2015-05-01T00:00:00Z,27e4,3,1,1130,7920,1,0,0,3,7,1130,0,1961,0,98059,47.4852,-122.125,1390,8580
2473460860,2014-10-27T00:00:00Z,26e4,4,2.5,2110,8990,2,0,0,3,8,2110,0,1977,0,98058,47.4457,-122.127,2040,8800
3832070040,2015-04-16T00:00:00Z,285e3,4,2.5,1996,4547,2,0,0,3,7,1996,0,2009,0,98042,47.3365,-122.051,2180,5127
8643200020,2014-05-06T00:00:00Z,407e3,4,2.25,2810,23400,1,0,1,3,7,1710,1100,1958,0,98198,47.395,-122.311,1860,14900
7215720070,2014-08-06T00:00:00Z,125e4,5,5,5000,32909,2,0,0,3,10,5000,0,2000,0,98075,47.6012,-122.022,3030,12601
7349800780,2014-08-05T00:00:00Z,175e3,2,1.75,1050,9800,1.5,0,0,4,6,1050,0,1975,0,98019,47.7595,-121.473,1230,12726
3630020380,2014-11-07T00:00:00Z,379770,3,2.5,1470,1779,2,0,0,3,8,1160,310,2005,0,98029,47.5472,-121.998,1470,1576
7504100910,2014-10-06T00:00:00Z,535e3,3,2.5,2400,12546,1,0,0,3,9,2400,0,1983,0,98074,47.6317,-122.041,2940,12150
5693500270,2015-01-21T00:00:00Z,715e3,4,1,2000,4800,2,0,0,4,7,2000,0,1911,0,98103,47.6583,-122.351,1260,1452
1431700250,2014-05-16T00:00:00Z,345e3,4,1,1980,7991,1.5,0,0,3,7,1980,0,1962,0,98058,47.4604,-122.17,1730,7700
7202271060,2015-03-10T00:00:00Z,61e4,4,2.5,2980,5896,2,0,0,3,8,2980,0,2001,0,98053,47.6872,-122.036,2900,5712
6300000378,2015-03-03T00:00:00Z,435e3,4,2,2030,4033,2,0,0,4,7,1630,400,1925,0,98133,47.7056,-122.342,1350,1340
622079089,2014-06-16T00:00:00Z,375e3,4,2.5,2040,109336,1.5,0,0,4,8,2040,0,1973,0,98038,47.4193,-121.958,2370,133729
4046710180,2015-03-25T00:00:00Z,66e4,3,3.5,3600,37982,2,0,0,4,8,3600,0,1996,0,98014,47.6982,-121.917,2050,18019
993000873,2015-03-18T00:00:00Z,380500,3,2,1270,1348,3,0,0,3,8,1270,0,2003,0,98103,47.6929,-122.342,1180,1360
3124089049,2014-12-08T00:00:00Z,529e3,4,1.75,2800,90169,2,0,0,3,7,2800,0,1934,1985,98065,47.5204,-121.829,1600,27194
7000100631,2015-05-07T00:00:00Z,73e4,5,1.75,2690,21357,1,0,0,4,7,1420,1270,1952,0,98004,47.5831,-122.191,2600,17539
1233100321,2015-03-27T00:00:00Z,817250,3,2.5,2980,7202,2,0,0,3,8,2980,0,1999,0,98033,47.6769,-122.177,2430,7280
513000665,2015-04-08T00:00:00Z,532e3,3,1,1820,5750,1,0,0,3,7,1120,700,1918,0,98116,47.5773,-122.383,1500,5750
6641800020,2015-01-09T00:00:00Z,7e5,4,2.5,3270,9650,1,0,3,4,9,2320,950,1971,0,98166,47.409,-122.333,2340,17357
5561720180,2014-08-26T00:00:00Z,252e3,3,2.25,1740,10836,1,0,0,3,7,910,830,1981,0,98031,47.3976,-122.166,2090,7500
1796361100,2014-10-17T00:00:00Z,265e3,3,2.25,1380,7226,1,0,0,4,7,1140,240,1987,0,98042,47.3677,-122.091,1640,7823
8019201061,2015-01-15T00:00:00Z,235e3,3,2,1090,8400,1,0,0,4,6,1090,0,1961,0,98168,47.4942,-122.322,1100,10850
809002765,2014-10-22T00:00:00Z,61e4,3,1,1180,3400,1.5,0,0,3,8,1180,0,1907,0,98109,47.6376,-122.353,1440,3400
9517200480,2014-07-02T00:00:00Z,535e3,3,1.75,2330,12141,1,0,0,3,7,1390,940,1983,0,98072,47.7607,-122.146,1850,12141
3293400010,2015-03-04T00:00:00Z,95e4,5,2.5,3450,35880,2,0,0,3,11,3450,0,1992,0,98052,47.7173,-122.099,3450,26820
291300010,2014-05-21T00:00:00Z,389999,3,2.25,1445,1471,2,0,0,3,7,1300,145,2003,0,98027,47.5342,-122.072,1410,1399
1523059180,2014-09-23T00:00:00Z,354900,3,1,1720,16552,1,0,0,4,7,1720,0,1971,0,98059,47.4772,-122.153,1550,15457
6145600557,2014-05-09T00:00:00Z,212e3,2,1.5,1020,1525,2,0,0,3,7,1020,0,2004,0,98133,47.704,-122.347,1020,3844
1926069143,2014-10-16T00:00:00Z,865e3,4,3.25,3400,99170,1,0,0,4,8,2000,1400,1980,0,98072,47.7293,-122.099,3460,47920
6699300210,2014-10-27T00:00:00Z,321500,4,2.5,2620,5457,2,0,0,3,8,2620,0,2003,0,98001,47.3148,-122.27,2740,5816
5070000120,2014-08-13T00:00:00Z,269950,3,1.5,1740,9547,1,0,0,4,7,1740,0,1962,0,98055,47.4475,-122.213,1780,9936
1630700361,2015-04-09T00:00:00Z,583500,4,1.75,2860,48351,1,0,0,3,8,1710,1150,1978,0,98077,47.7605,-122.085,2460,43560
7853360250,2014-07-10T00:00:00Z,592e3,5,3.5,3340,5000,2,0,0,3,8,2580,760,2012,0,98065,47.5168,-121.871,3420,5000
7811100100,2014-09-18T00:00:00Z,566e3,4,1.75,1900,10297,1,0,0,4,8,1900,0,1966,0,98005,47.5944,-122.155,2220,9612
8651400680,2014-08-13T00:00:00Z,179e3,3,1,920,5200,1,0,0,4,6,920,0,1969,0,98042,47.3603,-122.085,920,5200
2821100125,2014-11-20T00:00:00Z,524e3,3,2.25,2140,6720,1,0,0,3,8,1440,700,1961,0,98117,47.6949,-122.396,2060,6720
2023039045,2014-11-03T00:00:00Z,295e3,2,1,1300,39639,1,0,0,4,6,1300,0,1960,0,98070,47.466,-122.452,1880,98881
9527000090,2015-03-18T00:00:00Z,425e3,3,2.25,1890,8400,1,0,0,3,8,1520,370,1977,0,98034,47.7103,-122.232,1830,7980
2024069128,2014-11-10T00:00:00Z,103e4,3,2.5,3545,9816,1,0,0,3,10,2610,935,2005,0,98027,47.5534,-122.078,3630,7704
1453602313,2014-10-29T00:00:00Z,297e3,2,1.5,1430,1650,3,0,0,3,7,1430,0,1999,0,98125,47.7222,-122.29,1430,1650
7515000143,2014-08-05T00:00:00Z,399950,3,2.25,1360,1041,2,0,0,3,8,1094,266,2006,0,98117,47.6925,-122.375,1522,1382
1102000527,2014-09-02T00:00:00Z,1437500,4,3.75,4410,9231,3,0,3,3,11,4410,0,2001,0,98118,47.5427,-122.265,2160,6600
5466310730,2014-08-22T00:00:00Z,165e3,3,2.5,1660,2415,2,0,0,3,7,1660,0,1983,0,98042,47.3763,-122.148,1740,2624
2919701944,2014-10-10T00:00:00Z,474e3,3,1,1140,4560,1,0,0,4,6,770,370,1944,0,98117,47.6889,-122.362,1340,3980
585000095,2014-12-16T00:00:00Z,625e3,3,2.5,2180,5000,1,0,0,4,8,1240,940,1977,0,98116,47.5828,-122.396,2000,5000
7888200140,2014-06-04T00:00:00Z,25e4,4,2,2120,8701,1.5,0,0,4,7,2120,0,1960,0,98198,47.3722,-122.308,1720,8527
3224800075,2014-11-24T00:00:00Z,234e3,3,1.75,1420,8738,1,0,0,4,7,1420,0,1966,0,98002,47.3113,-122.207,1660,8738
8651440780,2014-09-29T00:00:00Z,231e3,3,2,1640,4875,1,0,0,4,7,1040,600,1977,0,98042,47.3661,-122.094,1640,5200
7227501745,2015-03-25T00:00:00Z,368e3,4,2,3160,11193,1,0,0,5,6,2410,750,1942,0,98056,47.4937,-122.184,1020,5940
6821101895,2015-05-07T00:00:00Z,68e4,2,1,2140,6000,1,0,0,4,7,1070,1070,1946,0,98199,47.651,-122.399,1560,6000
9492500170,2014-07-23T00:00:00Z,879950,4,2.75,3020,7203,2,0,0,3,9,3020,0,2014,0,98033,47.6948,-122.178,3010,7215
2344300122,2014-08-08T00:00:00Z,9e5,3,3.25,2620,7215,1,0,0,4,8,1770,850,1980,0,98004,47.5836,-122.2,2180,8931
6601200020,2015-01-27T00:00:00Z,235245,4,2.5,1954,5075,2,0,0,3,8,1954,0,2007,0,98001,47.2606,-122.253,1934,5000
4019500030,2014-10-29T00:00:00Z,45e4,3,2.5,2280,4557,2,0,0,3,8,2280,0,2010,0,98028,47.7733,-122.266,2070,4610
2113701200,2014-09-12T00:00:00Z,25e4,2,1,670,4640,1,0,0,3,6,670,0,1943,0,98106,47.53,-122.351,870,4501
8663100050,2014-05-19T00:00:00Z,446e3,5,2.75,2190,12687,1,0,0,5,7,1370,820,1978,0,98028,47.7762,-122.257,2280,10784
624111e3,2014-08-05T00:00:00Z,95e4,3,3,4040,14338,2,0,0,3,10,3030,1010,1986,0,98077,47.7268,-122.06,3360,14142
2023049206,2014-06-30T00:00:00Z,289950,3,2.5,1760,8584,1.5,0,0,5,7,1760,0,1937,0,98148,47.4612,-122.325,2160,8584
2158900290,2015-04-16T00:00:00Z,92e4,4,1.5,1850,3600,2,0,0,3,8,1660,190,1929,0,98112,47.6376,-122.307,1970,3600
1332700010,2014-12-16T00:00:00Z,305e3,2,2.25,1610,1968,2,0,0,5,7,1610,0,1979,0,98056,47.5184,-122.196,1950,1968
7227501765,2015-03-23T00:00:00Z,265e3,4,1.75,1430,5490,1,0,0,5,6,1430,0,1942,0,98056,47.494,-122.184,1030,5900
2195700050,2014-05-19T00:00:00Z,81e4,4,2.5,3480,59242,2,0,0,3,11,3480,0,1988,0,98072,47.7391,-122.102,2930,39400
8673400052,2015-04-03T00:00:00Z,56e4,3,2.75,1370,1193,3,0,0,3,8,1370,0,2003,0,98107,47.67,-122.392,1320,1180
